"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-rag2-p6-lower-fi-032","P6","lower","fill-in","Core","比例尺","solver-gap","manual-required","180","180","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅比例尺为1:5000000的地图上，量得甲、乙两城的距离是3.6厘米。甲、乙两城的实际距离是____千米。"
"pep-primary-rag2-p6-lower-fi-033","P6","lower","fill-in","Core","小学数学总复习","solver-gap","manual-required","125.6","125.6","","","","not-run","solver:no deterministic solver matched this free-form item","把一根长2米的圆柱形木料锯成两段，表面积增加了12.56平方分米。原来木料的体积是____立方分米。"
"pep-primary-rag2-p6-lower-fi-034","P6","lower","fill-in","Core","负数","solver-gap","manual-required","+0.7","+0.7 | 0.7","","","","not-run","solver:no deterministic solver matched this free-form item","某水库的水位在警戒线以下0.8米，记作-0.8米。如果水位上升1.5米，那么此时水位应记作____米。"
"pep-primary-rag2-p6-lower-fi-035","P6","lower","fill-in","Core","比例尺","solver-gap","manual-required","15","15","","","","not-run","solver:no deterministic solver matched this free-form item","如果a和b成正比例，且a=4时，b=6。那么a=10时，b=____。"
"pep-primary-rag2-p6-lower-mc-001","P6","lower","multiple-choice","Challenge","比例尺","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅比例尺为1:5000000的地图上，量得甲、乙两城的距离是3.6厘米。一辆汽车以每小时60千米的速度从甲城开往乙城，需要多少小时？"
"pep-primary-rag2-p6-lower-mc-002","P6","lower","multiple-choice","Foundation","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一件商品先提价10%，再打九折出售，现价与原价相比，结果是（ ）。"
"pep-primary-rag2-p6-lower-mc-003","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","长方形的面积一定，它的长和宽","长方形的面积一定，它的长和宽","","","","not-run","solver:no deterministic solver matched this free-form item","下面两种量中，成反比例关系的是（ ）。"
"pep-primary-rag2-p6-lower-mc-004","P6","lower","multiple-choice","Exam","易错提优","solver-gap","manual-required","0.075分米","0.075分米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱形水桶，底面半径2分米，高5分米。用它装水倒入一个棱长4分米的正方体容器中，水面离容器口还有多少分米？（π取3.14）"
"pep-primary-rag2-p6-lower-mc-005","P6","lower","multiple-choice","Challenge","比例尺","solver-gap","manual-required","3小时","3小时","","","","not-run","solver:no deterministic solver matched this free-form item","在比例尺1∶5000000的地图上，量得甲、乙两城相距3.6厘米。一辆汽车以每小时60千米的速度从甲城开往乙城，需要几小时到达？"
"pep-primary-rag2-p6-lower-mc-006","P6","lower","multiple-choice","Foundation","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一件商品先提价10%，再打九折出售，现价与原价相比，结果是（ ）。"
"pep-primary-rag2-p6-lower-mc-007","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","0.5小时","0.5小时 | 0.5","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅比例尺为1:500000的地图上，量得甲、乙两城的距离是8厘米。一辆汽车以每小时80千米的速度从甲城开往乙城，需要多少小时？"
"pep-primary-rag2-p6-lower-mc-008","P6","lower","multiple-choice","Core","易错提优","solver-gap","manual-required","36立方厘米","36立方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱和一个圆锥等底等高，它们的体积之和是48立方厘米。圆柱的体积是多少立方厘米？"
"pep-primary-rag2-p6-lower-mc-009","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","正方形的周长和它的边长","正方形的周长和它的边长","","","","not-run","solver:no deterministic solver matched this free-form item","下面两种量中，成正比例关系的是（ ）。"
"pep-primary-rag2-p6-lower-mc-010","P6","lower","multiple-choice","Core","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一件商品先提价10%，再降价10%，现价与原价相比（ ）。"
"pep-primary-rag2-p6-lower-mc-011","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","3小时","3小时","","","","not-run","solver:no deterministic solver matched this free-form item","在比例尺是1:5000000的地图上，量得甲、乙两城的距离是4.8厘米。一辆汽车以每小时80千米的速度从甲城开往乙城，需要多少小时？"
"pep-primary-rag2-p6-lower-mc-012","P6","lower","multiple-choice","Core","易错提优","solver-gap","manual-required","12立方厘米","12立方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱和一个圆锥等底等高，圆柱的体积是36立方厘米，圆锥的体积是多少立方厘米？"
"pep-primary-rag2-p6-lower-mc-013","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","速度一定，路程和时间","速度一定，路程和时间","","","","not-run","solver:no deterministic solver matched this free-form item","下面各组中的两个量，成正比例关系的是（ ）。"
"pep-primary-rag2-p6-lower-mc-014","P6","lower","multiple-choice","Core","易错提优","solver-gap","manual-required","12.56","12.56","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱形水桶，底面半径是2分米，高是5分米。现在往里面倒入一些水，水的高度是3分米。再将一块石头完全浸没在水中，水面上升到4分米。这块石头的体积是多少立方分米？"
"pep-primary-rag2-p6-lower-mc-015","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅比例尺为1:5000000的地图上，量得甲、乙两城的距离是4.8厘米。一辆汽车以每小时80千米的速度从甲城开往乙城，需要多少小时？"
"pep-primary-rag2-p6-lower-mc-016","P6","lower","multiple-choice","Core","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一种商品先提价10%，再降价10%，现价与原价相比，结果是（    ）。"
"pep-primary-rag2-p6-lower-mc-017","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","1:4000000","1:4000000","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅地图上，甲、乙两城相距8厘米。已知甲、乙两城的实际距离是320千米，这幅地图的比例尺是（ ）。"
"pep-primary-rag2-p6-lower-mc-018","P6","lower","multiple-choice","Foundation","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一种商品先提价10%，再打九折出售，现价与原价相比（ ）。"
"pep-primary-rag2-p6-lower-mc-019","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","速度一定，路程和时间","速度一定，路程和时间","","","","not-run","solver:no deterministic solver matched this free-form item","下面两种量成正比例关系的是（ ）。"
"pep-primary-rag2-p6-lower-mc-020","P6","lower","multiple-choice","Foundation","易错提优","solver-gap","manual-required","36","36","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆锥和一个圆柱等底等高，圆锥的体积是12立方厘米，圆柱的体积是（ ）立方厘米。"
"pep-primary-rag2-p6-lower-mc-021","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","200千米","200千米","","","","not-run","solver:no deterministic solver matched this free-form item","在比例尺是1:5000000的地图上，量得甲、乙两城的距离是4厘米。甲、乙两城的实际距离是多少千米？"
"pep-primary-rag2-p6-lower-mc-022","P6","lower","multiple-choice","Foundation","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一种商品先提价10%，再降价10%，现价与原价相比，结果是（ ）。"
"pep-primary-rag2-p6-lower-mc-023","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","正方形的周长和它的边长","正方形的周长和它的边长","","","","not-run","solver:no deterministic solver matched this free-form item","下面各组中的两个量，成正比例关系的是（ ）。"
"pep-primary-rag2-p6-lower-mc-024","P6","lower","multiple-choice","Foundation","易错提优","solver-gap","manual-required","20:1","20:1","","","","not-run","solver:no deterministic solver matched this free-form item","一种精密零件实际长2毫米，画在图纸上长4厘米。这幅图纸的比例尺是（ ）。"
"pep-primary-rag2-p6-lower-mc-025","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","正方形的周长和它的边长","正方形的周长和它的边长","","","","not-run","solver:no deterministic solver matched this free-form item","下面两种量中，成正比例关系的是（ ）。"
"pep-primary-rag2-p6-lower-mc-026","P6","lower","multiple-choice","Foundation","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一件商品先提价10%，再打九折出售，现价与原价相比，（ ）。"
"pep-primary-rag2-p6-lower-mc-027","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","1:3000000","1:3000000","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅地图上，甲、乙两城的距离是4厘米，而实际距离是120千米。这幅地图的比例尺是（ ）。"
"pep-primary-rag2-p6-lower-mc-028","P6","lower","multiple-choice","Core","易错提优","solver-gap","manual-required","31.4","31.4","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆锥形沙堆，底面半径2米，高1.5米。用这堆沙在10米宽的公路上铺2厘米厚的路面，能铺（ ）米。"
"pep-primary-rag2-p6-lower-mc-029","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","单价一定，总价和数量","单价一定，总价和数量","","","","not-run","solver:no deterministic solver matched this free-form item","下面两种量成正比例关系的是（ ）。"
"pep-primary-rag2-p6-lower-mc-030","P6","lower","multiple-choice","Core","易错提优","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一件商品先提价10%，再打九折出售，现价与原价相比，（ ）。"
