"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-p6-upper-009","P6","upper","short-answer","Core","百分数应用","solver-gap","manual-required","原价120元，现价86.4元","原价120元，现价86.4元 | 120,86.4","","","","not-run","solver:no deterministic solver matched this free-form item","某商场一款书包打八折后售价是 96 元，这款书包的原价是多少元？如果在此基础上再打九折，现价是多少元？"
"pep-primary-p6-upper-010","P6","upper","multiple-choice","Foundation","位置与方向","solver-gap","manual-required","学校与书店相距约 360 米","学校与书店相距约 360 米","","","","not-run","solver:no deterministic solver matched this free-form item","以广场为观测点，学校在广场北偏西 40° 方向 200 米处，书店在广场南偏东 50° 方向 300 米处。下列说法正确的是（ ）。"
"pep-primary-p6-upper-011","P6","upper","fill-in","Challenge","期末综合","solver-gap","manual-required","3.2","3.2 | 3.2米 | 3.2m","","","","not-run","solver:no deterministic solver matched this free-form item","小明用一根绳子测量一棵大树的树干周长。他将绳子绕树干一周后，发现绳子还多出 2.4 米。接着他将绳子对折两次，再次绕树干一周，这时绳子刚好用完。请问这棵大树的树干周长是多少米？"
"pep-primary-p6-upper-012","P6","upper","short-answer","Exam","拓展应用","solver-gap","manual-required","160","160 | 160本","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆购进一批新书，其中故事书占 3/8，科技书占剩下的 2/5，其余是漫画书。已知漫画书比科技书多 12 本。请问这批新书一共有多少本？"
"pep-primary-p6-upper-013","P6","upper","multiple-choice","Core","分数乘法","solver-gap","manual-required","3/4 × 6/5","3/4 × 6/5 | 3/4×6/5","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个算式的计算结果与 3/4 ÷ 5/6 相等？"
"pep-primary-p6-upper-014","P6","upper","fill-in","Foundation","圆的周长","pass","none","28.26","28.26 | 28.26平方米 | 28.26m²","28.26","annulus-area-from-diameter-width","area","pass","solver:annulus-area-from-diameter-width","一个圆形花坛的直径是 8 米，在它的周围修一条 1 米宽的小路。这条小路的面积是多少平方米？（π 取 3.14）"
"pep-primary-p6-upper-015","P6","upper","short-answer","Challenge","百分数应用","solver-gap","manual-required","低10元","低10元 | 低10 | 便宜10元 | 少10元","","","","not-run","solver:no deterministic solver matched this free-form item","某商场开展促销活动，一件上衣原价 250 元，先涨价 20%，再打八折出售。请问最终的售价比原价高还是低？相差多少元？"
"pep-primary-p6-upper-016","P6","upper","multiple-choice","Core","位置与方向","solver-gap","manual-required","正南方向","正南方向 | 正南","","","","not-run","solver:no deterministic solver matched this free-form item","小华从家出发，先向东偏北 30° 方向走 400 米到达书店，然后向南偏西 60° 方向走 400 米到达学校。请问学校在小华家的什么方向？"
"pep-primary-p6-upper-017","P6","upper","fill-in","Foundation","期末综合","solver-gap","manual-required","0.7 < 0.75 = 3/4 = 75%","0.7 < 0.75 = 3/4 = 75% | 0.7<0.75=3/4=75%","","","","not-run","solver:no deterministic solver matched this free-form item","把 0.75、3/4、75% 和 0.7 这四个数按从小到大的顺序排列。"
"pep-primary-p6-upper-018","P6","upper","short-answer","Challenge","拓展应用","solver-gap","manual-required","8.4","8.4 | 8.4天 | 42/5 | 8又2/5","","","","not-run","solver:no deterministic solver matched this free-form item","甲、乙两个工程队合修一条公路，甲队单独修需要 12 天，乙队单独修需要 18 天。现在两队合修，中途甲队因故停工 2 天。从开始到完工共用了多少天？"
"pep-primary-p6-upper-019","P6","upper","multiple-choice","Core","分数乘法","pass","none","锐角三角形","锐角三角形","锐角三角形","triangle-angle-ratio-classification","geometry-classification","pass","solver:triangle-angle-ratio-classification","一个三角形三个内角的度数比是 2:3:4，这个三角形是（ ）。"
"pep-primary-p6-upper-020","P6","upper","fill-in","Foundation","圆的周长","pass","none","25.7","25.7 | 25.7厘米 | 25.7cm","25.7","largest-semicircle-perimeter-in-rectangle","geometry","pass","solver:largest-semicircle-perimeter-in-rectangle","在一个长 10 厘米、宽 8 厘米的长方形纸板上，剪下一个最大的半圆。这个半圆的周长是多少厘米？（π 取 3.14）"
"pep-primary-p6-upper-021","P6","upper","short-answer","Challenge","百分数应用","solver-gap","manual-required","10.2吨","10.2吨 | 10.2","","","","not-run","solver:no deterministic solver matched this free-form item","小华家上个月用水12吨，这个月比上个月节约了15%。这个月用水多少吨？"
"pep-primary-p6-upper-022","P6","upper","multiple-choice","Core","位置与方向","solver-gap","manual-required","小明家在学校东偏南30°方向400米处","小明家在学校东偏南30°方向400米处","","","","not-run","solver:no deterministic solver matched this free-form item","小明从家出发，先向东偏北30°方向走400米到达公园，再向西偏北20°方向走300米到达学校。下列说法正确的是哪一项？"
"pep-primary-p6-upper-023","P6","upper","fill-in","Foundation","期末综合","solver-gap","manual-required","78.5","78.5 | 78.5平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆的周长是31.4厘米，它的面积是（ ）平方厘米。（π取3.14）"
"pep-primary-p6-upper-024","P6","upper","short-answer","Challenge","拓展应用","solver-gap","manual-required","60本","60本 | 60","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆有科技书和故事书共540本，其中科技书的本数是故事书的4/5。后来又买进一批科技书，这时科技书的本数占总数的60%。问：后来买进了多少本科技书？"
"pep-primary-p6-upper-025","P6","upper","multiple-choice","Core","分数乘法","solver-gap","manual-required","4米","4米","","","","not-run","solver:no deterministic solver matched this free-form item","一根绳子长8米，第一次用去全长的1/4，第二次用去剩下的1/3。两次一共用去多少米？"
"pep-primary-p6-upper-026","P6","upper","fill-in","Foundation","圆的周长","pass","none","34.54","34.54 | 34.54平方米","34.54","annulus-area-from-diameter-width","area","pass","solver:annulus-area-from-diameter-width","一个圆形花坛的直径是10米，在它的周围铺一条1米宽的小路。小路的面积是（ ）平方米。（π取3.14）"
"pep-primary-p6-upper-027","P6","upper","short-answer","Challenge","百分数应用","solver-gap","manual-required","162°","162° | 162度 | 162","","","","not-run","solver:no deterministic solver matched this free-form item","某商场对A、B两种品牌的空调进行满意度调查，随机调查了400名顾客，其中选择A品牌的有180人，选择B品牌的有160人，其余的选择其他品牌。如果要绘制扇形统计图表示调查结果，那么表示A品牌满意度的扇形的圆心角是多少度？"
"pep-primary-p6-upper-028","P6","upper","multiple-choice","Core","位置与方向","solver-gap","manual-required","北偏东40°方向25米处","北偏东40°方向25米处","","","","not-run","solver:no deterministic solver matched this free-form item","小红站在学校操场，她看到旗杆在她的南偏西40°方向约25米处。那么小红在旗杆的什么方向？"
"pep-primary-p6-upper-029","P6","upper","fill-in","Foundation","期末综合","solver-gap","manual-required","96","96 | 96%","","","","not-run","solver:no deterministic solver matched this free-form item","六（1）班有学生50人，某天出勤48人。这天的出勤率是（ ）%。"
"pep-primary-p6-upper-030","P6","upper","short-answer","Challenge","拓展应用","solver-gap","manual-required","7.2天","7.2天 | 7.2","","","","not-run","solver:no deterministic solver matched this free-form item","一项工程，甲队单独做需要10天完成，乙队单独做需要15天完成。现在两队合作，但甲队中途因故停工2天。从开始到完工共用了多少天？"
"pep-primary-p6-upper-031","P6","upper","multiple-choice","Core","分数乘法","solver-gap","manual-required","1 千克","1 千克","","","","not-run","solver:no deterministic solver matched this free-form item","一桶油重 5/2 千克。做一道菜用掉这桶油的 2/5。用掉的油是多少千克？"
"pep-primary-p6-upper-032","P6","upper","fill-in","Foundation","圆的周长","solver-gap","manual-required","28.26","28.26 | 28.26平方米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆形花坛的直径是 8 米。在花坛周围修一条宽 1 米的小路。小路的面积是多少平方米？（π 取 3.14）"
"pep-primary-p6-upper-033","P6","upper","short-answer","Core","百分数应用","solver-gap","manual-required","240","240 | 240元","","","","not-run","solver:no deterministic solver matched this free-form item","一种商品原价 250 元，先提价 20%，再降价 20%。现在的价格是多少元？"
"pep-primary-p6-upper-034","P6","upper","multiple-choice","Foundation","位置与方向","solver-gap","manual-required","东偏北 30°","东偏北 30°","","","","not-run","solver:no deterministic solver matched this free-form item","小明从家出发，先向正东方向走 300 米到达书店，再向北偏西 30° 方向走 200 米到达学校。学校在小明家的什么方向？"
"pep-primary-p6-upper-035","P6","upper","fill-in","Core","期末综合","solver-gap","manual-required","19.2","19.2 | 96/5 | 19 1/5","","","","not-run","solver:no deterministic solver matched this free-form item","一个数的 3/4 是 36，这个数的 2/5 是多少？"
"pep-primary-p6-upper-036","P6","upper","short-answer","Foundation","拓展应用","pass","none","50.24","50.24 | 50.24平方米","50.24","circle-area-from-circumference","area","pass","solver:circle-area-from-circumference","用一根长 25.12 米的绳子围成一个最大的圆，这个圆的面积是多少平方米？（π 取 3.14）"
"pep-primary-p6-upper-037","P6","upper","multiple-choice","Core","分数乘法","solver-gap","manual-required","45","45","","","","not-run","solver:no deterministic solver matched this free-form item","甲数与乙数的比是 3:4，乙数是 60，甲数是多少？"
"pep-primary-p6-upper-038","P6","upper","fill-in","Foundation","圆的周长","solver-gap","manual-required","4","4 | 4厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个半圆的周长是 20.56 厘米，这个半圆的半径是多少厘米？（π 取 3.14）"
