"questionId","grade","volume","chapter","type","difficulty","solverRule","independentAnswer","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v3-s6-277","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-278","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-279","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-280","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-281","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-282","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","34","34","34","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-283","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-284","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-285","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-286","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","23","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-287","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-288","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","37","37","37","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-289","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","11","11","11","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-290","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","34","34","34","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-291","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-292","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","34","34","34","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-293","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-294","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","33","33","33","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-295","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-296","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-297","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-298","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-299","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-300","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-301","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","295","295","295","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-302","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","119","119","119","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-303","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","126","126","126","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-304","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","48","48","48","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-305","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","243","243","243","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-306","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","84","84","84","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-307","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","171","171","171","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-308","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","65","65","65","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-309","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","225","225","225","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-310","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","210","210","210","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-311","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","100","100","100","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-312","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","84","84","84","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-313","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","48","48","48","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-314","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","270","270","270","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-315","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","180","180","180","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-316","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","260","260","260","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-317","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","250","250","250","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-318","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","96","96","96","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-319","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","91","91","91","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-320","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","77","77","77","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-321","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","161","161","161","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-322","S6","选择性必修 第一册复习","数列","multiple-choice","Challenge","v3-arithmetic-series-sum","250","250","250","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-323","S6","选择性必修 第一册复习","数列","fill-in","Foundation","v3-arithmetic-series-sum","60","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-324","S6","选择性必修 第一册复习","数列","short-answer","Core","v3-arithmetic-series-sum","168","168","168","pass","none","","","Include in S18 pass-sample review before app integration."
