candidateIndex,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationType,priority,promptZhHans,answer,generationBriefZhHans,copyrightSafetyZhHans,sourceAuditNeed,reviewStatus
616,hjb-junior-ds-v2-s3-171,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,short-answer,Exam,function-graph,P1,已知二次函数 y = -2x² + 8x - 5。 (1) 将该函数化为 y = a(x - h)² + k 的形式，并写出它的顶点坐标和对称轴。 (2) 当 x 取何值时，y 随 x 的增大而减小？ (3) 若将该函数的图像向左平移 3 个单位，再向下平移 2 个单位，求平移后新函数的解析式。,"(1) y = -2(x - 2)² + 3，顶点坐标 (2, 3)，对称轴为直线 x = 2；(2) x > 2；(3) y = -2(x + 1)² + 1",为沪教版初中数学题 hjb-junior-ds-v2-s3-171 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
617,hjb-junior-ds-v2-s3-172,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,function-graph,P1,已知二次函数y=ax²+bx+c中，a<0，b>0，c<0，且对称轴在y轴右侧。关于该二次函数的图像，下列说法一定正确的是（ ）,与x轴有两个交点，且都在y轴右侧,为沪教版初中数学题 hjb-junior-ds-v2-s3-172 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
618,hjb-junior-ds-v2-s3-173,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,抛物线 y = 3(x + 1)² - 4 的顶点坐标是______，对称轴是直线______。,"(-1, -4)；x = -1",为沪教版初中数学题 hjb-junior-ds-v2-s3-173 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
619,hjb-junior-ds-v2-s3-176,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,已知二次函数 y = -2(x + 3)^2 + 8。该抛物线的顶点坐标是______。,"(-3, 8)",为沪教版初中数学题 hjb-junior-ds-v2-s3-176 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
620,hjb-junior-ds-v2-s3-178,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,function-graph,P1,将抛物线 y = 2x^2 先向右平移 3 个单位，再向下平移 5 个单位，所得新抛物线的顶点坐标是（ ）。,"A. (3, -5)",为沪教版初中数学题 hjb-junior-ds-v2-s3-178 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
621,hjb-junior-ds-v2-s3-179,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,二次函数 y = 3x^2 - 6x + 1 的对称轴是直线______。,x = 1,为沪教版初中数学题 hjb-junior-ds-v2-s3-179 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
622,hjb-junior-ds-v2-s3-180,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,short-answer,Exam,function-graph,P1,已知二次函数 y = -x^2 + 2x + 3。 (1) 求该函数图象与 x 轴的交点坐标； (2) 当 x 取何值时，y > 0？,"(1) (-1, 0) 和 (3, 0)；(2) -1 < x < 3",为沪教版初中数学题 hjb-junior-ds-v2-s3-180 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
623,hjb-junior-ds-v2-s3-182,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,将抛物线 y = 3x^2 先向右平移 2 个单位，再向下平移 1 个单位，所得抛物线的解析式为 y = 3(x - ______)^2 - 1。,2,为沪教版初中数学题 hjb-junior-ds-v2-s3-182 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
624,hjb-junior-ds-v2-s3-184,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,function-graph,P1,"抛物线 y = ax^2 + bx + c 经过点 A(-1, 0)、B(3, 0)，且与 y 轴交于点 C(0, 3)。下列结论正确的是（ ）",B. a = -1，b = 2，c = 3,为沪教版初中数学题 hjb-junior-ds-v2-s3-184 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
625,hjb-junior-ds-v2-s3-185,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,二次函数 y = x^2 - 4x + m 的顶点在 x 轴上，则 m = ______。,4,为沪教版初中数学题 hjb-junior-ds-v2-s3-185 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
626,hjb-junior-ds-v2-s3-187,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,function-graph,P1,"已知二次函数y = ax² + bx + c的图象经过点A(0, 3)，B(1, 0)，C(3, 0)。下列说法正确的是（ ）","A. a = 1, b = -4, c = 3",为沪教版初中数学题 hjb-junior-ds-v2-s3-187 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
627,hjb-junior-ds-v2-s3-188,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,将抛物线y = 2x²先向左平移3个单位，再向下平移5个单位，所得新抛物线的顶点坐标是______。,"(-3, -5)",为沪教版初中数学题 hjb-junior-ds-v2-s3-188 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
628,hjb-junior-ds-v2-s3-189,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,short-answer,Exam,function-graph,P1,已知二次函数y = -x² + 2x + m的图象与x轴有两个交点，求m的取值范围。,m > -1,为沪教版初中数学题 hjb-junior-ds-v2-s3-189 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
629,hjb-junior-ds-v2-s3-190,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,coordinate-grid,P1,在平面直角坐标系中，抛物线y = x² - 2x - 3与x轴交于A、B两点（点A在点B左侧），与y轴交于点C。点P是直线BC下方抛物线上的一个动点，过点P作y轴的平行线交BC于点Q。当线段PQ的长度最大时，点P的横坐标为（ ）,C. 3/2,为沪教版初中数学题 hjb-junior-ds-v2-s3-190 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
630,hjb-junior-ds-v2-s3-191,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,已知二次函数 y = -2(x + 3)^2 + 8。该抛物线的顶点坐标是______，对称轴是直线______。,"(-3, 8)；x = -3",为沪教版初中数学题 hjb-junior-ds-v2-s3-191 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
631,hjb-junior-ds-v2-s3-193,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,function-graph,P1,将抛物线 y = 2x^2 先向左平移3个单位，再向下平移4个单位，所得新抛物线的解析式为（ ）,B. y = 2(x + 3)^2 - 4,为沪教版初中数学题 hjb-junior-ds-v2-s3-193 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
632,hjb-junior-ds-v2-s3-194,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,二次函数 y = x^2 - 4x + 5 的顶点坐标是______。,"(2, 1)",为沪教版初中数学题 hjb-junior-ds-v2-s3-194 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
633,hjb-junior-ds-v2-s3-195,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,short-answer,Exam,function-graph,P1,"已知二次函数 y = ax^2 + bx + c 的图像经过点 (0, 3)，(1, 0)，(3, 0)。 (1) 求这个二次函数的解析式； (2) 当 x 取何值时，y 随 x 的增大而减小？",(1) y = x^2 - 4x + 3；(2) x < 2,为沪教版初中数学题 hjb-junior-ds-v2-s3-195 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
634,hjb-junior-ds-v2-s3-196,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,function-graph,P1,"已知二次函数 y = a(x - h)² + k 的图像经过点 (1, 3) 和 (3, 3)，且当 x = 2 时，y 取得最小值 -1。下列说法正确的是（ ）",A. a = 4，h = 2，k = -1,为沪教版初中数学题 hjb-junior-ds-v2-s3-196 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
